Id,SalePrice
1461,133708.61423210677
1462,148117.77564963553
1463,183559.92630838873
1464,187823.26964219476
1465,202375.33054030765
1466,176201.15928310403
1467,171265.6927119332
1468,170930.0543729213
1469,172926.7850750124
1470,123881.6031951862
1471,184880.56461891602
1472,92860.86722808256
1473,99348.2627443539
1474,150069.41147661503
1475,139808.69110502017
1476,400496.67913311336
1477,258781.45387981297
1478,285742.86718627944
1479,253809.99878112366
1480,476279.89542031894
1481,300383.0755431285
1482,197337.99039014874
1483,163057.07446828525
1484,166902.5647722319
1485,174291.4973147372
1486,201978.10490755548
1487,330259.0947511433
1488,237649.71407662358
1489,207420.9916327475
1490,213525.5596476098
1491,181615.17902282305
1492,95780.12444121612
1493,191541.4526984576
1494,272067.64323166903
1495,292241.9649244277
1496,220206.62540994782
1497,174463.79134467046
1498,160382.07937484822
1499,154380.05143568403
1500,155343.4434702134
1501,162810.62448653908
1502,154396.83066902813
1503,318578.3045011329
1504,229981.16920281822
1505,209533.55838620226
1506,164284.4363831348
1507,223992.53436298863
1508,218878.38631125647
1509,167584.96827150608
1510,146816.1870850531
1511,150076.08280175316
1512,168113.89840050176
1513,140481.99594448615
1514,159777.1982609696
1515,184602.5266473805
1516,165875.85418760614
1517,156188.0241174344
1518,118186.21829824967
1519,211307.1439341302
1520,135991.0625058029
1521,145732.3530070823
1522,165373.57352352393
1523,110108.39475036185
1524,118591.34025599247
1525,138750.05272131824
1526,123865.26269073303
1527,109823.09475987514
1528,131322.87774283718
1529,153362.1891755886
1530,161380.71330127426
1531,105735.10043336451
1532,98420.73760213764
1533,143618.06318128214
1534,117996.13780496632
1535,167306.73690269107
1536,128917.11847000154
1537,76837.69788064371
1538,176978.03410584267
1539,232859.5815638002
1540,75835.82025818908
1541,151768.34079152902
1542,145542.2984727171
1543,219422.54651196505
1544,80572.21583687245
1545,110615.58517722358
1546,125156.40373060224
1547,128064.49840163936
1548,135504.49261019047
1549,122776.59175067589
1550,141758.31042185708
1551,104462.24188946828
