Id,SalePrice
1461,120814.44688218889
1462,155631.11715063307
1463,188021.60532931195
1464,195566.16368558598
1465,204225.09157017144
1466,180883.99483594808
1467,173184.2588440968
1468,167862.5275359572
1469,164249.5242696263
1470,121219.89627902402
1471,187212.96453408385
1472,91939.30305951316
1473,100737.90056537917
1474,154611.08034735662
1475,141428.97641747457
1476,408413.51499643817
1477,265959.5023753834
1478,294081.497275197
1479,255020.60573751136
1480,464942.1189131825
1481,326691.7200481229
1482,200838.54479385872
1483,171901.86696623318
1484,178466.9057827611
1485,165743.22309839295
1486,200148.96251770394
1487,339054.5943780313
1488,227584.32244340418
1489,204050.39229504718
1490,227970.92423368787
1491,183338.63839368502
1492,92596.8288470066
1493,191292.74584464953
1494,288562.4823971855
1495,291321.37323730835
1496,217131.73184810745
1497,179344.26098425276
1498,158539.79683073028
1499,157021.6675717671
1500,153758.60589163715
1501,167768.82073130284
1502,159072.56275040822
1503,312888.4080921575
1504,225241.17876745874
1505,211243.2470522121
1506,175036.04047737957
1507,225891.22840705563
1508,217529.19034267505
1509,168617.62856833838
1510,149816.0127558214
1511,141481.6870588004
1512,168514.043417568
1513,146944.39007094395
1514,162854.30322103912
1515,189662.6530278488
1516,148257.3801274286
1517,159733.53254495785
1518,113264.64912333079
1519,211609.8715073629
1520,136470.16564809988
1521,142309.09944992387
1522,165439.50784123736
1523,111705.79385654262
1524,121995.00171794897
1525,129864.70554551027
1526,118073.70390139976
1527,112669.13126435006
1528,130343.2523125297
1529,151169.4308353254
1530,184338.64736041677
1531,110974.31437364833
1532,95745.12712467536
1533,133233.50866944445
1534,120739.69356008497
1535,138646.36310143434
1536,112570.0009171389
1537,66616.35028613683
1538,182660.07515733494
1539,230930.75474637366
1540,89588.46151973387
1541,162836.95566817155
1542,140518.7923832636
1543,208716.82561301126
1544,79691.48351005805
1545,105595.4982553153
1546,128868.39441595573
1547,131276.24039384475
1548,138919.02403795958
1549,120675.69940673772
1550,128888.0522946756
1551,99701.50193555321
1552,156693.97606043407
1553,162982.17425750764
1554,109970.44680933833
1555,167260.7674263434
1556,77990.60869246325
1557,106345.15300450886
1558,91394.39857158644
1559,95375.0584012353
1560,129181.76369757103
1561,112668.20298407075
1562,126117.36116200432
1563,123777.13109428559
1564,151089.25722853348
1565,151943.60961012833
1566,220330.08021767755
1567,80302.42663195441
1568,245837.40434863153
1569,147119.56441794426
1570,141930.6038996982
1571,119018.08672987121
1572,154056.30258012965
1573,239484.67829579272
1574,118061.13720806583
1575,201620.17685276183
1576,216170.3395971267
1577,206455.42868165547
1578,152057.67434984035
1579,135672.1595530811
1580,196134.1985716467
1581,143238.9691220506
1582,134691.96145159498
1583,338693.5448424604
1584,244897.93714435177
1585,139758.84477628523
1586,85087.06061756835
1587,106621.42060715293
1588,160208.86116209248
1589,103032.4392652846
1590,136284.85206816508
1591,86605.66771512471
1592,106663.18102182056
1593,125485.03945017207
1594,131452.74092120494
1595,109776.49903599432
1596,248703.68423947872
1597,178242.6484263158
1598,192485.7583639215
1599,209949.29353379644
1600,188984.52062718288
1601,72391.77603356478
1602,119231.2574489717
1603,102298.59853609832
1604,304996.7979736257
1605,238127.52090873016
1606,176320.54827403201
1607,179342.40383115658
1608,206757.3320332688
1609,195526.30064724723
1610,161816.80234878047
1611,123453.22826055402
1612,172485.27356095205
1613,151623.61645214522
1614,125697.55498693179
1615,79725.51598389681
1616,72180.14590594318
1617,90371.41775224546
1618,131365.78772402997
1619,140060.03237582854
1620,151559.5143061782
1621,140412.24992633561
1622,143344.97057558462
1623,311562.6522825339
1624,220014.5594421958
1625,116253.68568965167
1626,162110.43622842216
1627,194951.90296038112
1628,278513.9524562183
1629,178514.9866631363
1630,359561.3077325524
1631,210535.9039020158
1632,226065.66843311867
1633,165963.95112701535
1634,183427.14255381803
1635,183709.53718996924
1636,160547.61885286315
1637,191133.4485934309
1638,189615.18073226488
1639,167457.08097479746
1640,228065.93147084184
1641,171286.8381509602
1642,217165.69103928722
1643,210323.0065801869
1644,217981.20054419135
1645,200956.61697548177
1646,154029.20220837076
1647,152810.31447928972
1648,131581.06520348752
1649,143657.1281510004
1650,118322.02936143179
1651,117662.65911324497
1652,90889.89066103996
1653,96886.04194761305
1654,154783.9922526295
1655,149284.82292013327
1656,151593.40196239058
1657,157654.68403755585
1658,149507.99746960044
1659,140577.51777617162
1660,151835.48917572413
1661,475891.87425258715
1662,392061.9189637783
1663,385368.1395456584
1664,447277.75482191495
1665,332275.2535480709
1666,339249.66205658554
1667,367628.0165177596
1668,338549.1151219057
1669,305044.93018815416
1670,329150.64810129197
1671,242295.0118004417
1672,441768.6390212136
1673,323269.1124239418
1674,238040.23476409368
1675,185491.70542303348
1676,180137.03114756205
1677,199621.0822135477
1678,417285.7287242665
1679,398319.0224285197
1680,320664.8331635556
1681,300982.16361126635
1682,311042.4050638897
1683,175958.430623849
1684,166527.21297139346
1685,169880.91477345023
1686,166442.48562065346
1687,163493.4091399482
1688,183916.39961426065
1689,199744.9293823339
1690,187735.9189114926
1691,178639.99757061718
1692,252712.95815864933
1693,164881.79206957063
1694,188417.1456512937
1695,161916.6344758319
1696,254637.99231246283
1697,164445.11695148962
1698,369748.6927224297
1699,355493.30732633226
1700,258151.478538407
1701,270667.36707355944
1702,264678.0484341151
1703,241649.31350916642
1704,305686.25995593687
1705,240794.95528809007
1706,421724.89003737416
1707,220430.66635850884
1708,206044.4657234939
1709,280420.29051811155
1710,222153.6520197594
1711,254745.79451314214
1712,244170.0591647462
1713,240548.59493472282
1714,222163.8826584665
1715,202650.4734369369
1716,184580.46945578625
1717,165548.1476715624
1718,129899.57378514437
1719,194754.69181559622
1720,250265.92562163156
1721,154262.32202608185
1722,125902.3211079968
1723,151927.89304608936
1724,208674.660811574
1725,227960.80555588016
1726,198126.0154150176
1727,170326.81498563444
1728,181400.63560316313
1729,174553.5965000932
1730,172086.56947630615
1731,132184.67637239012
1732,124778.90520155398
1733,118871.91470361751
1734,127517.84932576118
1735,131773.58985664585
1736,115034.71299326264
1737,372639.94782450504
1738,239991.16457679935
1739,291220.24341692904
1740,210708.27183991167
1741,195792.73856395195
1742,167341.58672843617
1743,158220.8833905344
1744,316822.0212845476
1745,219305.34149027095
1746,242841.67679324886
1747,207028.41506566046
1748,200983.99097296453
1749,156881.233798394
1750,134781.0679837519
1751,228488.7433159982
1752,116973.3583375335
1753,124076.27518789648
1754,210591.854298368
1755,154330.94746757852
1756,119954.33369223158
1757,122192.53071375198
1758,145447.42623816928
1759,157326.39978680026
1760,160400.0817449684
1761,139674.67105648108
1762,167364.0621711932
1763,151566.16997578705
1764,114522.6786508747
1765,165472.53580362315
1766,172117.60968947475
1767,214802.41362152254
1768,144836.11073513064
1769,160905.12598402688
1770,138419.09865911037
1771,139261.07298309976
1772,132650.69428761984
1773,142339.608003084
1774,105882.80511725134
1775,134689.0347319611
1776,124716.76439296862
1777,117593.90764523199
1778,128281.19341144618
1779,116595.87005504435
1780,168436.49801263437
1781,131480.9213996052
1782,104570.20189524847
1783,132122.30745776452
1784,105894.00694802088
1785,123131.33675299489
1786,144310.5439595698
1787,156742.04518584607
1788,56675.0615052751
1789,97420.68990086284
1790,89959.89976553939
1791,178621.64586805415
1792,158589.6223981085
1793,131539.84492653707
1794,146344.58850697143
1795,139595.8557592855
1796,137712.68783523285
1797,127540.86279534898
1798,128899.91186132107
1799,117213.45126509097
1800,136497.4648325446
1801,126830.80339320967
1802,150100.14876614834
1803,139454.19253864698
1804,145205.97050543176
1805,133305.94826720466
1806,116612.71739185964
1807,124012.32519572577
1808,124708.71306985851
1809,120664.68280249326
1810,149317.0153801626
1811,101961.92104296312
1812,103398.65074170346
1813,119784.20484274898
1814,99817.50261854845
1815,67185.6720742997
1816,104699.12895483476
1817,116127.48646322549
1818,150392.8294683935
1819,124490.96462565871
1820,67340.45941832838
1821,111329.4556284622
1822,163219.196154227
1823,55492.71740390887
1824,138980.50121998135
1825,136754.58499014677
1826,102435.50715809599
1827,109809.41867410966
1828,130899.9763207416
1829,119631.83430132832
1830,154420.26296811996
1831,154744.17866480435
1832,68098.37948625385
1833,137599.2046816142
1834,123001.48486055652
1835,147746.1494066218
1836,131444.82695856446
1837,84972.62142579352
1838,132436.84428050386
1839,84082.188436362
1840,175777.01639458074
1841,150289.16292183675
1842,83500.03385469153
1843,134386.00852679828
1844,140767.3082687188
1845,137467.12838071078
1846,149728.09404209506
1847,153756.88884207504
1848,62410.78260397763
1849,108887.53367871999
1850,117518.30577912736
1851,157769.88704385344
1852,128442.79996880621
1853,131157.0270501026
1854,164160.34026925126
1855,145062.20870476653
1856,226840.15738871144
1857,170769.16112213314
1858,139274.50310361385
1859,115974.42397387473
1860,141093.25049550598
1861,119221.80330676048
1862,310593.68197619636
1863,305699.8745058431
1864,305699.8745058431
1865,342468.5871343146
1866,339199.37428369076
1867,243822.50626446467
1868,296932.8381518111
1869,189275.2018347425
1870,263927.4351440282
1871,270219.1126832098
1872,171062.02991508355
1873,245147.95207613445
1874,138254.03513072355
1875,211132.50614924944
1876,190246.40588600544
1877,201421.97491169962
1878,202381.35045042407
1879,129661.28113918389
1880,137707.36206390808
1881,225198.10508106786
1882,239701.62996360214
1883,186305.88574871217
1884,212684.1794866757
1885,249876.55120134275
1886,306702.7830599035
1887,184156.60687949412
1888,290518.4862563215
1889,165052.00707269262
1890,141212.6607633132
1891,149331.1256573931
1892,104181.55296145806
1893,133317.7704487331
1894,108338.5163175492
1895,139153.79535753303
1896,127791.1781187985
1897,107927.43679866007
1898,107007.19176861878
1899,150365.835084157
1900,148188.29826547301
1901,180877.84687689834
1902,141603.01439798475
1903,202054.33446946114
1904,151010.3161633288
1905,183857.977627688
1906,148405.04406424784
1907,199243.81215489376
1908,124062.79449669458
1909,138972.95433173582
1910,124846.86770039007
1911,201345.8153615734
1912,259197.22722282592
1913,150527.2502105715
1914,76740.62930889937
1915,349873.3010159678
1916,83929.39361853694
1917,251874.19244655393
1918,141304.51595109268
1919,158306.26112033124
1920,150879.24668984945
1921,433311.29541891546
1922,339326.31550534844
1923,219037.97782003364
1924,210802.36418269013
1925,208000.14901488143
1926,389398.9401453028
1927,134046.46978858177
1928,147352.09270479277
1929,131260.4520027643
1930,131109.16981975638
1931,140929.99485074254
1932,148777.45410103197
1933,184686.4171609293
1934,178535.56686497328
1935,176661.14573937244
1936,188459.34550247964
1937,186405.7450297767
1938,165274.8140077496
1939,233298.44221263786
1940,202604.70592119347
1941,167448.8546273952
1942,183576.18118435485
1943,211081.0077005743
1944,347123.80666165735
1945,374756.9792425807
1946,160959.5764412471
1947,339162.29787390534
1948,169595.42271156827
1949,237113.81138385396
1950,171568.7731368855
1951,240939.13596663368
1952,210692.5022619207
1953,164968.22481162494
1954,193542.53272468213
1955,123590.75778196008
1956,285644.8831770514
1957,149504.5981938439
1958,291754.38963227975
1959,126589.12957386069
1960,106422.72498339185
1961,127566.44965998293
1962,93789.22174200388
1963,100375.40658547041
1964,107885.75184355745
1965,147484.72821515257
1966,156489.68998420174
1967,285623.90431880514
1968,420718.54057926545
1969,411030.42087544
1970,453434.10324433306
1971,448082.9805102013
1972,338192.4125774282
1973,292067.45961997856
1974,306297.7831738417
1975,456479.54415754817
1976,267380.3542059469
1977,361163.00177990645
1978,367470.1924766917
1979,335771.4026287183
1980,183466.3306367259
1981,317744.5607924803
1982,223665.20725420892
1983,202921.92548975302
1984,164045.40911875502
1985,198321.87689840948
1986,195864.91598291573
1987,183963.83093356766
1988,174888.8338415802
1989,186226.1245622546
1990,210224.11163565566
1991,210414.13193370774
1992,201349.1298165915
1993,163949.5255696655
1994,241278.5154843278
1995,175881.50299728467
1996,244100.65607052066
1997,325791.55441007926
1998,393290.4489278187
1999,261459.58624239572
2000,298595.7226651845
2001,282506.10146876686
2002,196601.64951941292
2003,256471.06184900846
2004,254880.26652653073
2005,230786.1454560825
2006,247143.64694172307
2007,225035.1013200989
2008,215277.8006978782
2009,193241.51166130323
2010,180691.28804157051
2011,148659.03056395566
2012,184335.72563206693
2013,186109.11999133782
2014,187409.99914651935
2015,191745.34356357454
2016,195927.71218590785
2017,193433.52196098093
2018,130543.39997778098
2019,135084.93840828986
2020,103910.48831635175
2021,119549.04694795932
2022,169452.8228630801
2023,145571.559750411
2024,225273.6713921669
2025,394269.73407357343
2026,178692.00622138637
2027,150795.12270657433
2028,161205.06666985576
2029,170012.3063509609
2030,267344.4803042751
2031,256888.02108480787
2032,289060.9107121386
2033,263885.50489070994
2034,159169.47278700813
2035,200381.43283278562
2036,195358.21739614155
2037,207967.9799182488
2038,331080.6602864597
2039,209996.76933651383
2040,372883.5044703194
2041,278434.2996444979
2042,193640.36792711652
2043,172495.60607213812
2044,175416.70458745293
2045,219256.26630027714
2046,124426.42828989643
2047,152284.2081243236
2048,145234.9871899084
2049,122661.66822883881
2050,176469.14485995876
2051,112095.70010239775
2052,135292.75570452507
2053,148861.0529731907
2054,89079.48419460293
2055,142071.29921039016
2056,144388.6129701802
2057,124085.91117903554
2058,210629.58078216697
2059,141459.04703353732
2060,174557.95194951177
2061,176230.0220443409
2062,136933.61949066856
2063,119851.96735350598
2064,142790.6111644377
2065,115756.66677593862
2066,164320.40725566138
2067,120259.38977301387
2068,107627.93173533029
2069,90401.88056751988
2070,114984.49161940129
2071,104953.11411017686
2072,138188.5734194609
2073,139321.76083589462
2074,168614.6894600337
2075,142782.1432105659
2076,127926.45978636514
2077,155319.3692063216
2078,134035.9035729588
2079,134854.6725143163
2080,114374.61747242704
2081,123190.19801000395
2082,109812.97181852111
2083,136987.35548735067
2084,113690.58876053692
2085,119413.51663548285
2086,129984.56031576042
2087,118184.09026876657
2088,91895.21975228253
2089,86228.18097707386
2090,130349.96781353383
2091,131775.93450716508
2092,123809.01812060576
2093,123812.01578148194
2094,119848.32221466616
2095,157868.1530313532
2096,86683.08639269348
2097,105287.1236149876
2098,155282.38518399166
2099,72032.58358951136
2100,99935.8847703053
2101,121041.8811860486
2102,120588.2347867768
2103,113565.74914283617
2104,119948.72201698994
2105,127769.60090055839
2106,64284.916510912
2107,224126.34913379853
2108,116636.068723448
2109,117946.01081429179
2110,119055.69726426127
2111,143882.9122509184
